,Unnamed: 0,Unnamed: 0.1,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,category_manual,new_pheno_annot
158,158,860,categorical,20003,both_sexes,1141145812,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,minerals - magnesium,UK Biobank Assessment Centre > Verbal interview > Medications,1031,858,173,EUR,1,,,,,908,,,,,,419565,,,,,,0.12725,,,,,,0.98481,,categorical-20003-both_sexes-1141145812.tsv.bgz,categorical-20003-both_sexes-1141145812.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145812.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145812.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145812.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145812.tsv.bgz.tbi,536461179,1751355,3015f4c42d13a535ed4efa6858679b8a,bdc0ef1935aee967ebb102162133e7db,CA_Medications_h0.12725_n1031,Medications,CA_PRS_minerals_-_magnesium_h0.12725_n1031
159,159,862,categorical,20003,both_sexes,1141146188,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,latanoprost,UK Biobank Assessment Centre > Verbal interview > Medications,944,421,523,EUR,1,,,,,833,,,,,,419640,,,,,,0.17362,,,,,,1.0447,,categorical-20003-both_sexes-1141146188.tsv.bgz,categorical-20003-both_sexes-1141146188.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146188.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146188.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146188.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146188.tsv.bgz.tbi,535376455,1751520,45a6507797b864e80bf892579b19a786,ddf069c850747a324240e68061fe4f92,CA_Medications_h0.17362_n944,Medications,CA_PRS_latanoprost_h0.17362_n944
160,160,863,categorical,20003,both_sexes,1141146198,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,xalatan 0.005% eye drops,UK Biobank Assessment Centre > Verbal interview > Medications,1354,593,761,EUR,1,,,,,1166,,,,,,419307,,,,,,0.16593,,,,,,1.0379,,categorical-20003-both_sexes-1141146198.tsv.bgz,categorical-20003-both_sexes-1141146198.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146198.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146198.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146198.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146198.tsv.bgz.tbi,538988683,1752007,305acc6f2aab83ac0b7c6dbdd71166da,58d42993d24d56e65c1922ba2f79d0a2,CA_Medications_h0.16593_n1354,Medications,CA_PRS_xalatan_0.005%_eye_drops_h0.16593_n1354
161,161,878,categorical,20003,both_sexes,1141152590,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,glimepiride,UK Biobank Assessment Centre > Verbal interview > Medications,452,149,303,EUR,1,,,,,355,,,,,,420118,,,,,,0.071252,,,,,,1.0043,,categorical-20003-both_sexes-1141152590.tsv.bgz,categorical-20003-both_sexes-1141152590.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152590.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152590.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152590.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152590.tsv.bgz.tbi,525920349,1751226,5af4443871cf31f1cdd778ea9a85f4be,4929a4c387c5cf3797cd88e02f7c1ffa,CA_Medications_h0.07125_n452,Medications,CA_PRS_glimepiride_h0.07125_n452
162,162,879,categorical,20003,both_sexes,1141152732,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,mirtazapine,UK Biobank Assessment Centre > Verbal interview > Medications,1301,677,624,EUR,1,,,,,1120,,,,,,419353,,,,,,0.13406,,,,,,0.99024,,categorical-20003-both_sexes-1141152732.tsv.bgz,categorical-20003-both_sexes-1141152732.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152732.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152732.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152732.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152732.tsv.bgz.tbi,538256147,1751689,dd84fa6433110210286197021d0d6ddd,d475d078885a0b2ab75dbeb380823ffc,CA_Medications_h0.13406_n1301,Medications,CA_PRS_mirtazapine_h0.13406_n1301
163,163,888,categorical,20003,both_sexes,1141157126,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,montelukast product,UK Biobank Assessment Centre > Verbal interview > Medications,860,538,322,EUR,1,,,,,759,,,,,,419714,,,,,,0.12384,,,,,,1.0149,,categorical-20003-both_sexes-1141157126.tsv.bgz,categorical-20003-both_sexes-1141157126.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157126.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157126.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157126.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157126.tsv.bgz.tbi,534552335,1751441,371cd801ca38b78e55ccd18e9e52754e,fd762489e6e8a81938f391b873ddac69,CA_Medications_h0.12384_n860,Medications,CA_PRS_montelukast_product_h0.12384_n860
164,164,891,categorical,20003,both_sexes,1141157252,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,glyceryl trinitrate product,UK Biobank Assessment Centre > Verbal interview > Medications,434,147,287,EUR,1,,,,,390,,,,,,420083,,,,,,0.16938,,,,,,0.98718,,categorical-20003-both_sexes-1141157252.tsv.bgz,categorical-20003-both_sexes-1141157252.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157252.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157252.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157252.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157252.tsv.bgz.tbi,527059967,1751018,d5e5dc156e15353cdc1dad7ef26a8335,7c51e49d845d01d62692599327417797,CA_Medications_h0.16938_n434,Medications,CA_PRS_glyceryl_trinitrate_product_h0.16938_n434
165,165,893,categorical,20003,both_sexes,1141157294,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,hydrocortisone product,UK Biobank Assessment Centre > Verbal interview > Medications,331,168,163,EUR,1,,,,,290,,,,,,420183,,,,,,0.12607,,,,,,0.99335,,categorical-20003-both_sexes-1141157294.tsv.bgz,categorical-20003-both_sexes-1141157294.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157294.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157294.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157294.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157294.tsv.bgz.tbi,523100827,1750943,697725547dd722ab709c4a0d4367faf1,0314fa050763ee467731199fec52f1dd,CA_Medications_h0.12607_n331,Medications,CA_PRS_hydrocortisone_product_h0.12607_n331
166,166,898,categorical,20003,both_sexes,1141157486,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,salbutamol product,UK Biobank Assessment Centre > Verbal interview > Medications,750,437,313,EUR,1,,,,,657,,,,,,419816,,,,,,0.16203,,,,,,0.9982,,categorical-20003-both_sexes-1141157486.tsv.bgz,categorical-20003-both_sexes-1141157486.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157486.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157486.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157486.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157486.tsv.bgz.tbi,533292815,1751663,ebaca671138076d9265de2b8f453ab18,adb1fdf900398ce1c6edb79ccf24a104,CA_Medications_h0.16203_n750,Medications,CA_PRS_salbutamol_product_h0.16203_n750
167,167,901,categorical,20003,both_sexes,1141162824,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,detrusitol 1mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,722,504,218,EUR,1,,,,,647,,,,,,419826,,,,,,0.24664,,,,,,1.0256,,categorical-20003-both_sexes-1141162824.tsv.bgz,categorical-20003-both_sexes-1141162824.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141162824.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141162824.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141162824.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141162824.tsv.bgz.tbi,532327438,1751551,3956bbbd195b0bddac8b0c93054753a6,dcf7090ff6d5da57b2aae666df485075,CA_Medications_h0.24664_n722,Medications,CA_PRS_detrusitol_1mg_tablet_h0.24664_n722
168,168,912,categorical,20003,both_sexes,1141167594,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,qvar 50 inhaler,UK Biobank Assessment Centre > Verbal interview > Medications,1734,1111,623,EUR,1,,,,,1574,,,,,,418899,,,,,,0.18475,,,,,,1.0263,,categorical-20003-both_sexes-1141167594.tsv.bgz,categorical-20003-both_sexes-1141167594.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141167594.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141167594.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141167594.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141167594.tsv.bgz.tbi,541041970,1751616,bd18b27fd7114997f3d5b7b0bb1ef345,e1b1d791a31576e9c7895e4b13df5e4d,CA_Medications_h0.18475_n1734,Medications,CA_PRS_qvar_50_inhaler_h0.18475_n1734
169,169,921,categorical,20003,both_sexes,1141168554,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,migraleve tablet,UK Biobank Assessment Centre > Verbal interview > Medications,635,500,135,EUR,1,,,,,561,,,,,,419912,,,,,,0.11963,,,,,,1.0156,,categorical-20003-both_sexes-1141168554.tsv.bgz,categorical-20003-both_sexes-1141168554.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168554.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168554.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168554.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168554.tsv.bgz.tbi,531382833,1751459,a38cfc64ef95e181af9eb53644d1eb23,7f222ec1fed8b78d6b5c3d8848c09b28,CA_Medications_h0.11963_n635,Medications,CA_PRS_migraleve_tablet_h0.11963_n635
170,170,925,categorical,20003,both_sexes,1141168680,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,orlistat,UK Biobank Assessment Centre > Verbal interview > Medications,574,387,187,EUR,1,,,,,487,,,,,,419986,,,,,,0.13438,,,,,,0.99392,,categorical-20003-both_sexes-1141168680.tsv.bgz,categorical-20003-both_sexes-1141168680.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168680.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168680.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168680.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168680.tsv.bgz.tbi,529812043,1751212,cd8f6d6786b80e27f23a2c862add31e0,ed0d06a870ec52caf23eff52c0f1fe6b,CA_Medications_h0.13438_n574,Medications,CA_PRS_orlistat_h0.13438_n574
171,171,926,categorical,20003,both_sexes,1141168684,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,xenical 120mg capsule,UK Biobank Assessment Centre > Verbal interview > Medications,446,323,123,EUR,1,,,,,373,,,,,,420100,,,,,,0.14029,,,,,,0.99664,,categorical-20003-both_sexes-1141168684.tsv.bgz,categorical-20003-both_sexes-1141168684.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168684.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168684.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168684.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168684.tsv.bgz.tbi,526488264,1751221,379b84dc3179d34d518906f19e0cdd43,550393905b9b2c97be404537138b20a6,CA_Medications_h0.14029_n446,Medications,CA_PRS_xenical_120mg_capsule_h0.14029_n446
172,172,930,categorical,20003,both_sexes,1141171152,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,cardicor 1.25mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,441,153,288,EUR,1,,,,,374,,,,,,420099,,,,,,0.080003,,,,,,0.99825,,categorical-20003-both_sexes-1141171152.tsv.bgz,categorical-20003-both_sexes-1141171152.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171152.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171152.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171152.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171152.tsv.bgz.tbi,526623421,1750626,c0013d724a1202580c8a413377b4f4f5,073e2d53dc7c75b5923e26bfd3726288,CA_Medications_h0.08000_n441,Medications,CA_PRS_cardicor_1.25mg_tablet_h0.08000_n441
173,173,936,categorical,20003,both_sexes,1141171948,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,adcal 600mg chewable tablet,UK Biobank Assessment Centre > Verbal interview > Medications,1425,1223,202,EUR,1,,,,,1221,,,,,,419252,,,,,,0.09483,,,,,,1.025,,categorical-20003-both_sexes-1141171948.tsv.bgz,categorical-20003-both_sexes-1141171948.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171948.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171948.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171948.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171948.tsv.bgz.tbi,539002805,1751837,6a6265a42a94b2ada1deedc2b24e2132,f28f8fb7dc1ce22f999e2070eb352cac,CA_Medications_h0.09483_n1425,Medications,CA_PRS_adcal_600mg_chewable_tablet_h0.09483_n1425
174,174,942,categorical,20003,both_sexes,1141172924,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,desloratadine,UK Biobank Assessment Centre > Verbal interview > Medications,622,406,216,EUR,1,,,,,540,,,,,,419933,,,,,,0.14097,,,,,,1.0112,,categorical-20003-both_sexes-1141172924.tsv.bgz,categorical-20003-both_sexes-1141172924.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172924.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172924.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172924.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172924.tsv.bgz.tbi,531024991,1751395,751b0486224e5fc06355de86c33f868f,8e5475ee6cf86e556743929ec76e77a8,CA_Medications_h0.14097_n622,Medications,CA_PRS_desloratadine_h0.14097_n622
175,175,943,categorical,20003,both_sexes,1141172928,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,neoclarityn 5mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,556,358,198,EUR,1,,,,,475,,,,,,419998,,,,,,0.078589,,,,,,1.0345,,categorical-20003-both_sexes-1141172928.tsv.bgz,categorical-20003-both_sexes-1141172928.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172928.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172928.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172928.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172928.tsv.bgz.tbi,529475621,1751452,7afb556856ae786f98167a64381ba963,93de77662fd554115d5a290b055555f5,CA_Medications_h0.07859_n556,Medications,CA_PRS_neoclarityn_5mg_tablet_h0.07859_n556
176,176,945,categorical,20003,both_sexes,1141173348,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,hydroxocobalamin,UK Biobank Assessment Centre > Verbal interview > Medications,392,237,155,EUR,1,,,,,351,,,,,,420122,,,,,,0.098957,,,,,,1.0062,,categorical-20003-both_sexes-1141173348.tsv.bgz,categorical-20003-both_sexes-1141173348.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141173348.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141173348.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141173348.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141173348.tsv.bgz.tbi,525751782,1751449,cba1069eb68776ea1d06079296ebe52f,ec1e080e5b8aef7ccd4474f36d580c3a,CA_Medications_h0.09896_n392,Medications,CA_PRS_hydroxocobalamin_h0.09896_n392
177,177,946,categorical,20003,both_sexes,1141174032,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,doublebase gel,UK Biobank Assessment Centre > Verbal interview > Medications,249,128,121,EUR,1,,,,,212,,,,,,420261,,,,,,0.23869,,,,,,1.0034,,categorical-20003-both_sexes-1141174032.tsv.bgz,categorical-20003-both_sexes-1141174032.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174032.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174032.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174032.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174032.tsv.bgz.tbi,517563262,1750776,61205f0454c1f7779a4cab9de81da2dc,4ad173041d2350b0ae3634c705c1d8a9,CA_Medications_h0.23869_n249,Medications,CA_PRS_doublebase_gel_h0.23869_n249
178,178,948,categorical,20003,both_sexes,1141174520,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,symbicort 100/6 turbohaler,UK Biobank Assessment Centre > Verbal interview > Medications,2913,1732,1181,EUR,1,,,,,2584,,,,,,417889,,,,,,0.19198,,,,,,1.0388,,categorical-20003-both_sexes-1141174520.tsv.bgz,categorical-20003-both_sexes-1141174520.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174520.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174520.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174520.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174520.tsv.bgz.tbi,544201364,1752141,4268515811fed5f510a618291311609f,ca93af614b4daaa47b391b330e63d8aa,CA_Medications_h0.19198_n2913,Medications,CA_PRS_symbicort_100_6_turbohaler_h0.19198_n2913
179,179,949,categorical,20003,both_sexes,1141175684,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,risedronate sodium,UK Biobank Assessment Centre > Verbal interview > Medications,933,759,174,EUR,1,,,,,842,,,,,,419631,,,,,,0.13634,,,,,,1.0134,,categorical-20003-both_sexes-1141175684.tsv.bgz,categorical-20003-both_sexes-1141175684.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141175684.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141175684.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141175684.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141175684.tsv.bgz.tbi,535891370,1751831,cb50e8c17dbed55631eb28bd92d8c8b8,1ee52305748defa36923b4116f68e667,CA_Medications_h0.13634_n933,Medications,CA_PRS_risedronate_sodium_h0.13634_n933
180,180,952,categorical,20003,both_sexes,1141176288,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,azopt 10mg/ml eye drops,UK Biobank Assessment Centre > Verbal interview > Medications,205,100,105,EUR,1,,,,,184,,,,,,420289,,,,,,0.10905,,,,,,0.97763,,categorical-20003-both_sexes-1141176288.tsv.bgz,categorical-20003-both_sexes-1141176288.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176288.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176288.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176288.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176288.tsv.bgz.tbi,515001668,1750975,d83dca0e168bfccf06b9e11a62dea854,d08e869bc2a34a9db3320d5cdc886243,CA_Medications_h0.10905_n205,Medications,CA_PRS_azopt_10mg_ml_eye_drops_h0.10905_n205
181,181,954,categorical,20003,both_sexes,1141176662,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,celecoxib,UK Biobank Assessment Centre > Verbal interview > Medications,481,342,139,EUR,1,,,,,431,,,,,,420042,,,,,,0.18578,,,,,,1.0165,,categorical-20003-both_sexes-1141176662.tsv.bgz,categorical-20003-both_sexes-1141176662.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176662.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176662.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176662.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176662.tsv.bgz.tbi,528229308,1751405,4c1c11da5bc17a3f03589a49363f1fca,a8d520536901c87ff2af1db3ba0a7301,CA_Medications_h0.18578_n481,Medications,CA_PRS_celecoxib_h0.18578_n481
